????(???)?,??,???,?? (?),?,0 - 4?,5 - 9?,10 - 14?,15 - 19?,20 - 24?,25 - 29?,30 - 34?,35 - 39?,40 - 44?,45 - 49?,50 - 54?,55 - 59?,60 - 64?,65 - 69?,70 - 74?,75 - 79?,80? ??,80 - 84?,85? ??,85 - 89?,90 - 94?,95 - 99?,100? ??
 ???,??,45 - 49?,2170.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,2439,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,2877.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,3079,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,2279,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,1935.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,2074.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,3021,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,1622.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,1398.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,948.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,360.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,78,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,11.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,?,68652,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,0 - 4?,1738.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,5 - 9?,2191,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,10 - 14?,2400,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,15 - 19?,2943.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,20 - 24?,3468,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,25 - 29?,3230,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,30 - 34?,2846,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,35 - 39?,3330,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,40 - 44?,3692,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,45 - 49?,4648,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,50 - 54?,5656.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,55 - 59?,7134,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,60 - 64?,7875.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,65 - 69?,5364.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,70 - 74?,3782,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,75 - 79?,3498,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80? ??,4854.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80 - 84?,2881,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85? ??,1973.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85 - 89?,1376.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,90 - 94?,471,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,95 - 99?,106,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,100? ??,20,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,35273.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,890.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,1081.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,1232,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,1527.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,2016.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,1972,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,1610,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,1763,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,1950.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,2539,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,2982.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,3716.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,4095.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,2832.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,1888,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,1527,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,1649,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,1122.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,526.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,372,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,118.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,32,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,4,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,33378.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,848,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,1109.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,1168,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,1416,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,1451.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,1258,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,1236,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,1567,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,1741.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,2109,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,2674,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,3417.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,3780,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,2532,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,1894,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,1971,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,3205.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,1758.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,1447,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,1004.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,352.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,74,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,16,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,?,46150,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,0 - 4?,965,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,5 - 9?,1258,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,10 - 14?,1490.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,15 - 19?,2095.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,20 - 24?,2132.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,25 - 29?,1798,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,30 - 34?,1545,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,35 - 39?,1960,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,40 - 44?,2178,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,45 - 49?,2964.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,50 - 54?,3881,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,55 - 59?,4925,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,60 - 64?,5727.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,65 - 69?,4006,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,70 - 74?,2832,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,75 - 79?,2749,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80? ??,3642.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80 - 84?,2146.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85? ??,1496,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85 - 89?,997,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,90 - 94?,389.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,95 - 99?,90,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,100? ??,19.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,23624,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,513.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,646.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,763.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,1112.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,1183.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,1032,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,823,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,1028,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,1218.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,1628.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,2074.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,2572,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,2976.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,2109,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,1447.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,1237,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,1258,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,883.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,374.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,262.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,86.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,21.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,4,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,22526,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,451.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,611.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,727,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,983,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,949,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,766,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,722,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,932,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,959.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,1336,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,1806.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,2353,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,2751,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,1897,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,1384.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,1512,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,2384.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,1263,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,1121.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,734.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,303,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,68.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,15.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,?,38345,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,0 - 4?,705.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,5 - 9?,1022,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,10 - 14?,1171,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,15 - 19?,1768.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,20 - 24?,1994,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,25 - 29?,1359,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,30 - 34?,1231.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,35 - 39?,1618,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,40 - 44?,1939.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,45 - 49?,2715,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,50 - 54?,3371.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,55 - 59?,3993.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,60 - 64?,4405.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,65 - 69?,3327,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,70 - 74?,2400.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,75 - 79?,2418,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80? ??,2905,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80 - 84?,1781,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85? ??,1124,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85 - 89?,797.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,90 - 94?,253,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,95 - 99?,59.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,100? ??,14,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,19824,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,368.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,547,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,618.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,953,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,1113.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,818,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,684,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,876.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,1067,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,1507,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,1888.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,2169,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,2337.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,1695,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,1165.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,1012.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,1003,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,706,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,297,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,214,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,60,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,19.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,3.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,18521,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,337,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,475,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,552.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,815.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,880.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,541,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,547.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,741.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,872.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,1208,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,1483,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,1824.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,2068,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,1632,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,1235,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,1405.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,1902,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,1075,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,827,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,583.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,193,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,40,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,10.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,?,41489,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,0 - 4?,797.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,5 - 9?,1148.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,10 - 14?,1377,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,15 - 19?,1640,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,20 - 24?,1868.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,25 - 29?,1558,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,30 - 34?,1404.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,35 - 39?,1822,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,40 - 44?,2282.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,45 - 49?,3083.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,50 - 54?,3683.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,55 - 59?,4455.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,60 - 64?,4976.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,65 - 69?,3475,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,70 - 74?,2612.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,75 - 79?,2378,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80? ??,2926,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80 - 84?,1827.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85? ??,1098.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85 - 89?,739.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,90 - 94?,264,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,95 - 99?,79.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,100? ??,15.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,21254.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,390.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,583.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,726,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,864.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,1073.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,901.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,763.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,990,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,1231.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,1708,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,2004,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,2341,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,2612.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,1768.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,1258.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,1055.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,982,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,714,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,268,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,189.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,52.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,21,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,20234.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,407,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,565,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,651,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,775.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,795,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,656.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,641,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,832,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,1051,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,1375.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,1679.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,2114.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,2364,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,1706.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,1354,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,1322.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,1944,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,1113.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,830.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,550,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,211.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,58.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,10.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,?,36313,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,0 - 4?,726.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,5 - 9?,1089.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,10 - 14?,1228.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,15 - 19?,1386.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,20 - 24?,1608.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,25 - 29?,1260.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,30 - 34?,1380,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,35 - 39?,1795.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,40 - 44?,2199.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,45 - 49?,2747,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,50 - 54?,3204.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,55 - 59?,3751,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,60 - 64?,4187,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,65 - 69?,2950,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,70 - 74?,2245.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,75 - 79?,2172.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80? ??,2380.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80 - 84?,1435,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85? ??,945.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85 - 89?,637,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,90 - 94?,228.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,95 - 99?,70.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,100? ??,9.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,18911.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,377,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,562.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,627.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,730.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,897.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,736.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,784.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,1009.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,1246,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,1643,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,1817.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,1988,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,2248,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,1502.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,1065.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,923,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,752.5,,,,,,,,,,,,,,,,,,,,,,,,
